sociedad_sap,fondo_sap,centro_gestor_sap,pospre_sap,cuenta_sap,acreedor_sap,contrato_sap,proveedor,rfc_proveedor,lugar_servicio_id,numero_contrato,nombre_contrato,plurianual,tipo_entrega,moneda_documento,numero_oficio_tramite,fecha_oficio_tramite,numero_factura,fecha_factura,periodo_contable,estimado,concepto,importe_moneda_original,iva_moneda_original,total_moneda_original,numero_documento_pasivo,fecha_contable_pasivo,tc_contable_pasivo,importe_pasivo_mxn,iva_pasivo_mxn,total_pasivo_mxn,reviso,comentarios
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-066/2025,,16818,,,,GNI,137893786.5,22063005.84,159956792.3,180000653,45723,,137893786.5,22063005.84,159956792.3,CNCM,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-066/2025,,16819,,,,GNI,7501750.3,1200280.048,8702030.348,180000653,45723,,7501750.3,1200280.048,8702030.348,CNCM,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-066/2025,,16820,,,,GNI,602904.13,96464.6608,699368.7908,180000653,45723,,602904.13,96464.6608,699368.7908,CNCM,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-066/2025,,16821,,,,GNI,254788.16,40766.1056,295554.2656,180000653,45723,,254788.16,40766.1056,295554.2656,CNCM,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-104/2025,,17063,,,,GNI,73719796.5,11795167.44,85514963.94,180001121,45755,,73719796.5,11795167.44,85514963.94,HCS,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-104/2025,,17064,,,,GNI,3537885,566061.6,4103946.6,180001121,45755,,3537885,566061.6,4103946.6,HCS,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-104/2025,,17065,,,,GNI,9205612.638,1472898.022,10678510.66,180001121,45755,,9205612.638,1472898.022,10678510.66,HCS,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-104/2025,,17066,,,,GNI,479625.1379,76740.02207,556365.16,180001121,45755,,479625.1379,76740.02207,556365.16,HCS,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-139/2025,,17259,,,,GNI,70871709.1,11339473.46,82211182.56,180001503,45784,,70871709.1,11339473.46,82211182.56,HCS,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-139/2025,,17260,,,,GNI,4557383.4,729181.344,5286564.744,180001503,45784,,4557383.4,729181.344,5286564.744,HCS,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-139/2025,,NC 3488,,,,GNI,-507238.13,-81158.1008,-588396.2308,180001503,45784,,-507238.13,-81158.1008,-588396.2308,HCS,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-139/2025,,17261,,,,GNI,1924777.6,307964.416,2232742.016,180001503,45784,,1924777.6,307964.416,2232742.016,HCS,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-175/2025,,17493,,,,GNI,125232067.3,20037130.77,145269198.1,180002024,45813,,125232067.3,20037130.77,145269198.1,HCS,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-175/2025,,17494,,,,GNI,7329841.7,1172774.672,8502616.372,180002024,45813,,7329841.7,1172774.672,8502616.372,HCS,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-175/2025,,NC 3537,,,,GNI,-560062.4655,-89609.99448,-649672.46,180002024,45813,,-560062.4655,-89609.99448,-649672.46,HCS,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-175/2025,,17495,,,,GNI,651039.68,104166.3488,755206.0288,180002024,45813,,651039.68,104166.3488,755206.0288,HCS,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-214/2025,,17741,,,,GNI,126303526.6,20208564.26,146512090.9,180002603,45845,,126303526.6,20208564.26,146512090.9,AVQ,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-214/2025,,17742,,,,GNI,7917289.5,1266766.32,9184055.82,180002603,45845,,7917289.5,1266766.32,9184055.82,AVQ,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-214/2025,,17743,,,,GNI,279501.1983,44720.19172,324221.39,180002603,45845,,279501.1983,44720.19172,324221.39,AVQ,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-214/2025,,NC-3574,,,,GNI,-2245747.302,-359319.5683,-2605066.87,180002603,45845,,-2245747.302,-359319.5683,-2605066.87,AVQ,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-245/2025,,17974,,,,GNI,130234567.5,20837530.8,151072098.3,180003114,45875,,130234567.5,20837530.8,151072098.3,AVQ,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-245/2025,,17975,,,,GNI,7880666.603,1260906.657,9141573.26,180003114,45875,,7880666.603,1260906.657,9141573.26,AVQ,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-245/2025,,17976,,,,GNI,299473.1034,47915.69655,347388.8,180003114,45875,,299473.1034,47915.69655,347388.8,AVQ,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-245/2025,,NC-3616,,,,GNI,-3357672,-537227.52,-3894899.52,180003114,45875,,-3357672,-537227.52,-3894899.52,AVQ,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-287/2025,,18243,,,,GNI,120123189.7,19219710.35,139342900.1,180003733,45909,,120123189.7,19219710.35,139342900.1,,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-287/2025,,18244,,,,GNI,7625469.103,1220075.057,8845544.16,180003733,45909,,7625469.103,1220075.057,8845544.16,,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-287/2025,,18245,,,,GNI,126846.0862,20295.37379,147141.46,180003733,45909,,126846.0862,20295.37379,147141.46,,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-287/2025,,NC-3670,,,,GNI,-2657925.534,-425268.0855,-3083193.62,180003733,45909,,-2657925.534,-425268.0855,-3083193.62,,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-355/2025,,18682,,,,GNI,122262268.5,19561962.96,141824231.5,180004835,45968,,122262268.5,19561962.96,141824231.5,,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-355/2025,,18683,,,,GNI,7334922.7,1173587.632,8508510.332,180004835,45968,,7334922.7,1173587.632,8508510.332,,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-355/2025,,18684,,,,GNI,173307.05,27729.128,201036.178,180004835,45968,,173307.05,27729.128,201036.178,,
N000,A01,N332,7A33,410612,9011030,700526958,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-355/2025,,NC-3775,,,,GNI,-4742885.61,-758861.6976,-5501747.308,180004835,45968,,-4742885.61,-758861.6976,-5501747.308,,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-038/2025,,16537,,,,CFT,14610302.95,2337648.472,16947951.42,180000283,45699,,14610302.95,2337648.472,16947951.42,CNCM,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-038/2025,,16553,,,,CVT,1127453.48,180392.5568,1307846.037,180000283,45699,,1127453.48,180392.5568,1307846.037,CNCM,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-038/2025,,16553,,,,FUEL,5841248.632,934599.7812,6775848.413,180000283,45699,,5841248.632,934599.7812,6775848.413,CNCM,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-073/2025,,NC 3399,,,,CFT,-154706.6203,-24753.05925,-179459.6795,180000722,45727,,-154706.6203,-24753.05925,-179459.6795,CNCM,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-073/2025,,NC 3412,,,,CVT,48662.03559,7785.925694,56447.96128,180000732,45727,,48662.03559,7785.925694,56447.96128,CNCM,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-073/2025,,NC 3412,,,,FUEL,-434938.2733,-69590.12372,-504528.397,180000732,45727,,-434938.2733,-69590.12372,-504528.397,CNCM,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-073/2025,,16773,,,,CFT,12528057.33,2004489.172,14532546.5,180000677,45726,,12528057.33,2004489.172,14532546.5,CNCM,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-073/2025,,16789,,,,CVT,1010046.636,161607.4617,1171654.097,180000682,45726,,1010046.636,161607.4617,1171654.097,CNCM,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-073/2025,,16789,,,,FUEL,3961255.416,633800.8665,4595056.282,180000682,45726,,3961255.416,633800.8665,4595056.282,CNCM,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-113/2025,,17020,,,,CFT,4238885.043,678221.6069,4917106.65,180001164,45756,,4238885.043,678221.6069,4917106.65,CNCM,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-113/2025,,17028,,,,CVT,-36701.80501,-5872.288801,-42574.09381,180001164,45756,,-36701.80501,-5872.288801,-42574.09381,CNCM,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-113/2025,,17028,,,,FUEL,222801.3656,35648.2185,258449.5842,180001164,45756,,222801.3656,35648.2185,258449.5842,CNCM,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-113/2025,,16990,,,,CFT,9812405.957,1569984.953,11382390.91,180001164,45756,,9812405.957,1569984.953,11382390.91,CNCM,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-113/2025,,17005,,,,CVT,566565.1732,90650.42771,657215.6009,180001164,45756,,566565.1732,90650.42771,657215.6009,CNCM,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-113/2025,,17005,,,,FUEL,2036835.513,325893.682,2362729.195,180001164,45756,,2036835.513,325893.682,2362729.195,CNCM,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-146/2025,,NC-3499,,,,CFT,-1931585.379,-309053.6607,-2240639.04,180001590,45786,,-1931585.379,-309053.6607,-2240639.04,AVQ,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-146/2025,,NC-3504,,,,CVT,-135814.1552,-21730.26483,-157544.42,180001590,45786,,-135814.1552,-21730.26483,-157544.42,AVQ,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-146/2025,,NC-3504,,,,FUEL,-223790.4914,-35806.47862,-259596.97,180001590,45786,,-223790.4914,-35806.47862,-259596.97,AVQ,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-146/2025,,17211,,,,CFT,6181702.629,989072.4207,7170775.05,180001596,45786,,6181702.629,989072.4207,7170775.05,HCS,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-146/2025,,17226,,,,CVT,369576.5788,59132.25261,428708.8314,180001596,45786,,369576.5788,59132.25261,428708.8314,HCS,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-146/2025,,17226,,,,FUEL,1529690.247,244750.4395,1774440.687,180001596,45786,,1529690.247,244750.4395,1774440.687,HCS,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-189/2025,,NC-3543,,,,CFT,1204859.672,192777.5476,1397637.22,180002119,45818,,1204859.672,192777.5476,1397637.22,AVQ,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-189/2025,,NC-3550,,,,CVT,50178.45543,8028.552869,58207.0083,180002119,45818,,50178.45543,8028.552869,58207.0083,AVQ,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-189/2025,,NC-3550,,,,FUEL,-71647.77756,-11463.64441,-83111.42197,180002119,45818,,-71647.77756,-11463.64441,-83111.42197,AVQ,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-189/2025,,17440,,,,CFT,11021219.42,1763395.106,12784614.52,180002160,45818,,11021219.42,1763395.106,12784614.52,HCS,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-189/2025,,17456,,,,CVT,865229.3265,138436.6922,1003666.019,180002160,45818,,865229.3265,138436.6922,1003666.019,HCS,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-189/2025,,17456,,,,FUEL,2673627.843,427780.4548,3101408.298,180002160,45818,,2673627.843,427780.4548,3101408.298,HCS,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-223/2025,,17795,,,,CFT,767641.1034,122822.5766,890463.68,180002638,45846,,767641.1034,122822.5766,890463.68,AVQ,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-223/2025,,17802,,,,CVT,307792.7672,49246.84276,357039.61,180002638,45846,,307792.7672,49246.84276,357039.61,AVQ,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-223/2025,,17682,,,,CFT,12657527.32,2025204.371,14682731.69,180002638,45846,,12657527.32,2025204.371,14682731.69,AVQ,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-223/2025,,17697,,,,CVT,1369082.777,219053.2443,1588136.021,180002638,45846,,1369082.777,219053.2443,1588136.021,AVQ,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-223/2025,,17697,,,,FUEL,2738646.235,438183.3976,3176829.633,180002638,45846,,2738646.235,438183.3976,3176829.633,AVQ,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-261/2025,,NC-3629,,,,CFT,853210.75,136513.72,989724.47,180003177,45876,,853210.75,136513.72,989724.47,AVQ,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-261/2025,,18035,,,,CVT,76473.08621,12235.69379,88708.78,180003156,45876,,76473.08621,12235.69379,88708.78,AVQ,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-261/2025,,18035,,,,FUEL,272919.9052,43667.18483,316587.09,180003156,45876,,272919.9052,43667.18483,316587.09,AVQ,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-261/2025,,17922,,,,CFT,11051851.32,1768296.211,12820147.53,180003156,45876,,11051851.32,1768296.211,12820147.53,AVQ,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-261/2025,,17937,,,,CVT,1484659.738,237545.558,1722205.296,180003156,45876,,1484659.738,237545.558,1722205.296,AVQ,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-261/2025,,17937,,,,FUEL,2948396.09,471743.3744,3420139.465,180003156,45876,,2948396.09,471743.3744,3420139.465,AVQ,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-298/2025,,18217,,,,CFT,111743.2328,17878.91724,129622.15,180003778,45909,,111743.2328,17878.91724,129622.15,AVQ,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-298/2025,,NC-3659,,,,CVT,33234.46552,5317.514483,38551.98,180003779,45909,,33234.46552,5317.514483,38551.98,AVQ,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-298/2025,,NC-3659,,,,FUEL,-83762.65517,-13402.02483,-97164.68,180003779,45909,,-83762.65517,-13402.02483,-97164.68,AVQ,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-298/2025,,18161,,,,CFT,10494192.28,1679070.764,12173263.04,180003778,45909,,10494192.28,1679070.764,12173263.04,AVQ,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-298/2025,,18176,,,,CVT,1363003.612,218080.5779,1581084.19,180003778,45909,,1363003.612,218080.5779,1581084.19,AVQ,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-298/2025,,18176,,,,FUEL,2856514.716,457042.3545,3313557.07,180003778,45909,,2856514.716,457042.3545,3313557.07,AVQ,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-328/2025,,18414,,,,CFT,353485.0086,56557.60138,410042.61,180004450,45947,,353485.0086,56557.60138,410042.61,AVQ,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-328/2025,,NC-3712,,,,CVT,142999.3362,22879.89379,165879.23,180004450,45947,,142999.3362,22879.89379,165879.23,AVQ,
N000,A01,N332,7A33,480944,9011030,801044075,CFENERGIA,CFE150811HZ7,MEX,CONTRATO DE SUMINISTRO DE GAS ,CONTRATO DE SUMINISTRO DE GAS ,No Aplica,,,SREN-FP-328/2025,,NC-3712,,,,FUEL,-351427.7845,-56228.44552,-407656.23,180004450,45947,,-351427.7845,-56228.44552,-407656.23,AVQ,
